Word,Alpha,Rank,AnagramCount
DISSEMINATING,ADEGIIIMNNSST,2,0
DISSEMINATION,ADEIIIMNNOSST,2,0
DISSEMINATOR,ADEIIMNORSST,3,0
DISSEMINATORS,ADEIIMNORSSST,3,0
DISSENSION,DEIINNOSSS,2,0
DISSENSIONS,DEIINNOSSSS,3,0
DISSENT,DEINSST,2,0
DISSENTED,DDEEINSST,2,0
DISSENTER,DEEINRSST,3,2
DISSENTERS,DEEINRSSST,2,0
DISSENTING,DEGIINNSST,2,0
DISSENTION,DEIINNOSST,3,1
DISSENTS,DEINSSST,3,0
DISSERTATION,ADEIINORSSTT,2,0
DISSERTATIONS,ADEIINORSSSTT,2,0
DISSERVICE,CDEEIIRSSV,2,0
DISSIDENCE,CDDEEIINSS,3,0
DISSIDENT,DDEIINSST,2,0
DISSIDENTS,DDEIINSSST,2,0
DISSIMILAR,ADIIILMRSS,2,0
DISSIMILARITIES,ADEIIIIILMRSSST,3,0
DISSIMILARITY,ADIIIILMRSSTY,3,0
DISSIMULATION,ADIIILMNOSSTU,3,0
DISSING,DGIINSS,3,1
DISSIPATE,ADEIIPSST,2,0
DISSIPATED,ADDEIIPSST,3,0
DISSIPATES,ADEIIPSSST,2,0
DISSIPATING,ADGIIINPSST,3,0
DISSIPATION,ADIIINOPSST,2,0
DISSIPATIVE,ADEIIIPSSTV,3,0
DISSOCIATE,ACDEIIOSST,3,0
DISSOCIATED,ACDDEIIOSST,3,0
DISSOCIATING,ACDGIIINOSST,3,0
DISSOCIATION,ACDIIINOOSST,2,0
DISSOCIATIVE,ACDEIIIOSSTV,3,0
DISSOLUTE,DEILOSSTU,3,1
DISSOLUTION,DIILNOOSSTU,2,0
DISSOLUTIONS,DIILNOOSSSTU,3,0
DISSOLVE,DEILOSSV,1,0
DISSOLVED,DDEILOSSV,2,0
DISSOLVES,DEILOSSSV,2,0
DISSOLVING,DGIILNOSSV,2,0
DISSONANCE,ACDEINNOSS,2,0
DISSONANCES,ACDEINNOSSS,3,0
DISSONANT,ADINNOSST,3,0
DISSUADE,ADDEISSU,2,0
DISSUADED,ADDDEISSU,3,0
DISSUADES,ADDEISSSU,3,0
DISSUADING,ADDGIINSSU,3,0
DISTAFF,ADFFIST,3,0
DISTAL,ADILST,2,0
DISTALLY,ADILLSTY,3,0
DISTANCE,ACDEINST,2,0
DISTANCED,ACDDEINST,3,0
DISTANCES,ACDEINSST,1,0
DISTANCING,ACDGIINNST,2,0
DISTANT,ADINSTT,1,0
DISTANTLY,ADILNSTTY,2,0
DISTASTE,ADEISSTT,2,0
DISTASTEFUL,ADEFILSSTTU,2,0
DISTASTEFULLY,ADEFILLSSTTUY,3,0
DISTEMPER,DEEIMPRST,3,0
DISTEND,DDEINST,3,0
DISTENDED,DDDEEINST,3,0
DISTENSION,DEIINNOSST,3,1
DISTENTION,DEIINNOSTT,3,1
DISTILL,DIILLST,3,0
DISTILLATE,ADEIILLSTT,3,0
DISTILLATES,ADEIILLSSTT,3,0
DISTILLATION,ADIIILLNOSTT,2,0
DISTILLATIONS,ADIIILLNOSSTT,3,0
DISTILLED,DDEIILLST,3,0
DISTILLER,DEIILLRST,3,0
DISTILLERIES,DEEIIILLRSST,3,0
DISTILLERS,DEIILLRSST,3,0
DISTILLERY,DEIILLRSTY,2,0
DISTILLING,DGIIILLNST,3,0
DISTILLS,DIILLSST,3,0
DISTINCT,CDIINSTT,1,0
DISTINCTION,CDIIINNOSTT,1,0
DISTINCTIONS,CDIIINNOSSTT,1,0
DISTINCTIVE,CDEIIINSTTV,1,0
DISTINCTIVELY,CDEIIILNSTTVY,2,0
DISTINCTIVENESS,CDEEIIINNSSSTTV,2,0
DISTINCTLY,CDIILNSTTY,2,0
DISTINCTNESS,CDEIINNSSSTT,3,0
DISTINGUISH,DGHIIINSSTU,1,0
DISTINGUISHABLE,ABDEGHIIILNSSTU,2,0
DISTINGUISHED,DDEGHIIINSSTU,2,0
DISTINGUISHES,DEGHIIINSSSTU,2,0
DISTINGUISHING,DGGHIIIINNSSTU,2,0
DISTORT,DIORSTT,2,0
DISTORTED,DDEIORSTT,3,0
DISTORTING,DGIINORSTT,2,0
DISTORTION,DIINOORSTT,2,0
DISTORTIONS,DIINOORSSTT,2,0
DISTORTS,DIORSSTT,2,0
DISTRACT,ACDIRSTT,2,0
DISTRACTED,ACDDEIRSTT,3,0
DISTRACTEDLY,ACDDEILRSTTY,2,0
DISTRACTIBILITY,ABCDIIIILRSTTTY,3,0
DISTRACTIBLE,ABCDEIILRSTT,3,0
DISTRACTING,ACDGIINRSTT,2,0
DISTRACTINGLY,ACDGIILNRSTTY,3,0
DISTRACTION,ACDIINORSTT,1,0
DISTRACTIONS,ACDIINORSSTT,2,0
DISTRACTIVE,ACDEIIRSTTV,3,0
DISTRACTS,ACDIRSSTT,2,0
DISTRAUGHT,ADGHIRSTTU,2,0
DISTRESS,DEIRSSST,1,0
DISTRESSED,DDEEIRSSST,3,0
DISTRESSES,DEEIRSSSST,3,0
DISTRESSFUL,DEFILRSSSTU,3,0
DISTRESSING,DEGIINRSSST,2,0
DISTRESSINGLY,DEGIILNRSSSTY,3,0
DISTRIBUTE,BDEIIRSTTU,1,0
DISTRIBUTED,BDDEIIRSTTU,2,0
DISTRIBUTES,BDEIIRSSTTU,2,0
DISTRIBUTING,BDGIIINRSTTU,2,0
DISTRIBUTION,BDIIINORSTTU,1,0
DISTRIBUTIONAL,ABDIIILNORSTTU,2,0
DISTRIBUTIONS,BDIIINORSSTTU,2,0
DISTRIBUTIVE,BDEIIIRSTTUV,2,0
DISTRIBUTOR,BDIIORRSTTU,2,0
DISTRIBUTORS,BDIIORRSSTTU,2,0
DISTRICT,CDIIRSTT,1,0
DISTRICTING,CDGIIINRSTT,3,0
DISTRICTS,CDIIRSSTT,1,0
DISTRUST,DIRSSTTU,2,0
DISTRUSTED,DDEIRSSTTU,3,0
DISTRUSTFUL,DFILRSSTTUU,2,0
DISTRUSTING,DGIINRSSTTU,3,0
DISTRUSTS,DIRSSSTTU,3,0
DISTURB,BDIRSTU,2,0
DISTURBANCE,ABCDEINRSTU,2,0
DISTURBANCES,ABCDEINRSSTU,2,0
DISTURBED,BDDEIRSTU,2,0
DISTURBING,BDGIINRSTU,1,0
DISTURBINGLY,BDGIILNRSTUY,2,0
DISTURBS,BDIRSSTU,2,0
DISULFIDE,DDEFIILSU,3,0
DISUNION,DIINNOSU,3,0
DISUNITED,DDEIINSTU,3,0
DISUNITY,DIINSTUY,3,0
DISUSE,DEISSU,3,1
DISUSED,DDEISSU,3,0
DISYLLABIC,ABCDIILLSY,3,0
DIT,DIT,3,0
DITCH,CDHIT,2,0
DITCHED,CDDEHIT,3,0
DITCHES,CDEHIST,3,0
DITCHING,CDGHIINT,2,0
DITHER,DEHIRT,3,0
DITHERED,DDEEHIRT,3,0
DITHERING,DEGHIINRT,3,0
DITSY,DISTY,3,0
DITTIES,DEIISTT,3,0
DITTOS,DIOSTT,3,0
DITTY,DITTY,3,0
DITZ,DITZ,3,0
DITZY,DITYZ,3,0
DIURESIS,DEIIRSSU,3,0
DIURETIC,CDEIIRTU,3,0
DIURETICS,CDEIIRSTU,2,0
DIURNAL,ADILNRU,3,0
DIVA,ADIV,2,1
DIVAN,ADINV,2,0
DIVANS,ADINSV,3,0
DIVAS,ADISV,2,0
DIVE,DEIV,2,1
DIVED,DDEIV,2,0
DIVER,DEIRV,2,1
DIVERGE,DEEGIRV,2,1
DIVERGED,DDEEGIRV,3,0
DIVERGENCE,CDEEEGINRV,2,0
DIVERGENCES,CDEEEGINRSV,3,0
DIVERGENT,DEEGINRTV,2,0
DIVERGES,DEEGIRSV,3,0
DIVERGING,DEGGIINRV,3,0
DIVERS,DEIRSV,3,1
DIVERSE,DEEIRSV,1,2
DIVERSELY,DEEILRSVY,3,0
DIVERSIFICATION,ACDEFIIIINORSTV,2,0
DIVERSIFIED,DDEEFIIIRSV,2,0
DIVERSIFIES,DEEFIIIRSSV,3,0
DIVERSIFY,DEFIIRSVY,2,0
DIVERSIFYING,DEFGIIINRSVY,2,0
DIVERSION,DEIINORSV,2,0
DIVERSIONARY,ADEIINORRSVY,3,0
DIVERSIONS,DEIINORSSV,2,0
DIVERSITIES,DEEIIIRSSTV,3,0
DIVERSITY,DEIIRSTVY,1,0
DIVERT,DEIRTV,2,0
DIVERTED,DDEEIRTV,3,0
DIVERTICULITIS,CDEIIIILRSTTUV,3,0
DIVERTICULUM,CDEIILMRTUUV,3,0
DIVERTING,DEGIINRTV,2,0
DIVERTISSEMENT,DEEEIIMNRSSTTV,3,0
DIVERTS,DEIRSTV,2,1
DIVES,DEISV,2,0
DIVEST,DEISTV,2,0
DIVESTED,DDEEISTV,3,0
DIVESTING,DEGIINSTV,3,0
DIVESTITURE,DEEIIRSTTUV,3,0
DIVESTITURES,DEEIIRSSTTUV,3,0
DIVESTMENT,DEEIMNSTTV,3,0
DIVIDE,DDEIIV,1,0
DIVIDED,DDDEIIV,2,0
DIVIDEND,DDDEIINV,2,0
DIVIDENDS,DDDEIINSV,2,0
DIVIDER,DDEIIRV,2,0
DIVIDERS,DDEIIRSV,3,0
DIVIDES,DDEIISV,3,0
DIVIDING,DDGIIINV,2,0
DIVINATION,ADIIINNOTV,2,0
DIVINATIONS,ADIIINNOSTV,3,0
DIVINATORY,ADIINORTVY,3,0
DIVINE,DEIINV,2,0
DIVINED,DDEIINV,3,0
DIVINELY,DEIILNVY,2,0
DIVINER,DEIINRV,2,0
DIVINERS,DEIINRSV,3,0
DIVINES,DEIINSV,3,0
DIVING,DGIINV,2,0
DIVINING,DGIIINNV,3,0
DIVINITIES,DEIIIINSTV,3,0
DIVINITY,DIIINTVY,2,0
DIVISIBILITY,BDIIIIILSTVY,3,0
DIVISIBLE,BDEIIILSV,3,0
DIVISION,DIIINOSV,1,0
DIVISIONAL,ADIIILNOSV,2,0
DIVISIONS,DIIINOSSV,1,0
DIVISIVE,DEIIISVV,2,0
DIVISIVENESS,DEEIIINSSSVV,2,0
DIVISOR,DIIORSV,3,0
DIVORCE,CDEIORV,2,0
DIVORCED,CDDEIORV,2,0
DIVORCEE,CDEEIORV,3,0
DIVORCEES,CDEEIORSV,3,0
DIVORCES,CDEIORSV,3,1
DIVORCING,CDGIINORV,2,0
DIVOT,DIOTV,3,0
DIVOTS,DIOSTV,3,0
DIVULGE,DEGILUV,2,0
DIVULGED,DDEGILUV,3,0
DIVULGES,DEGILSUV,3,0
DIVULGING,DGGIILNUV,3,0
DIVVIED,DDEIIVV,3,0
DIVVY,DIVVY,3,0
DIVVYING,DGIINVVY,3,0
DIZYGOTIC,CDGIIOTYZ,3,0
DIZZIED,DDEIIZZ,3,0
DIZZILY,DIILYZZ,3,0
DIZZINESS,DEIINSSZZ,2,0
DIZZY,DIYZZ,2,0
DIZZYING,DGIINYZZ,2,0
DIZZYINGLY,DGIILNYYZZ,3,0
DJINN,DIJNN,3,0
DJINNI,DIIJNN,3,0
DO,DO,1,0
DOABLE,ABDELO,2,1
DOBRO,BDOOR,3,1
DOC,CDO,1,0
DOCENT,CDENOT,3,0
DOCENTS,CDENOST,3,0
DOCILE,CDEILO,2,1
DOCILELY,CDEILLOY,3,0
DOCILITY,CDIILOTY,3,0
DOCK,CDKO,2,0
DOCKAGE,ACDEGKO,3,0
DOCKED,CDDEKO,3,0
DOCKERS,CDEKORS,3,0
DOCKET,CDEKOT,2,0
DOCKETS,CDEKOST,3,1
DOCKING,CDGIKNO,2,0
DOCKS,CDKOS,3,0
DOCKSIDE,CDDEIKOS,2,0
DOCKWORKER,CDEKKOORRW,3,0
DOCKWORKERS,CDEKKOORRSW,3,0
DOCKYARD,ACDDKORY,3,0
DOCS,CDOS,2,0
DOCTOR,CDOORT,3,0
DOCTORAL,ACDLOORT,1,0
DOCTORATE,ACDEOORTT,2,0
DOCTORATES,ACDEOORSTT,2,0
DOCTORED,CDDEOORT,3,0
DOCTORING,CDGINOORT,3,0
DOCTORS,CDOORST,1,0
DOCTRINAIRE,ACDEIINORRT,3,0
DOCTRINAL,ACDILNORT,2,0
DOCTRINALLY,ACDILLNORTY,3,0
DOCTRINE,CDEINORT,1,1
DOCTRINES,CDEINORST,2,1
DOCUDRAMA,AACDDMORU,3,0
DOCUDRAMAS,AACDDMORSU,3,0
DOCUMENT,CDEMNOTU,2,0
DOCUMENTABLE,ABCDEELMNOTU,3,0
DOCUMENTARIAN,AACDEIMNNORTU,3,0
DOCUMENTARIANS,AACDEIMNNORSTU,3,0
DOCUMENTARIES,ACDEEIMNORSTU,2,0
DOCUMENTARY,ACDEMNORTUY,1,0
DOCUMENTATION,ACDEIMNNOOTTU,1,0
DOCUMENTATIONS,ACDEIMNNOOSTTU,3,0
DOCUMENTED,CDDEEMNOTU,2,0
DOCUMENTING,CDEGIMNNOTU,2,0
DOCUMENTS,CDEMNOSTU,2,0
DODDERING,DDDEGINOR,3,0
DODECAHEDRON,ACDDDEEHNOOR,3,0
DODGE,DDEGO,2,0
DODGEBALL,ABDDEGLLO,3,0
DODGED,DDDEGO,3,0
DODGES,DDEGOS,3,0
DODGING,DDGGINO,2,0
DODGY,DDGOY,3,0
DODO,DDOO,3,0
DOER,DEOR,3,2
DOERS,DEORS,3,0
DOES,DEOS,1,2
DOESKIN,DEIKNOS,3,0
DOFF,DFFO,3,0
DOFFED,DDEFFO,3,0
DOFFING,DFFGINO,3,0
DOFFS,DFFOS,3,0
DOG,DGO,3,1
DOGCATCHER,ACCDEGHORT,3,0
DOGFIGHT,DFGGHIOT,3,0
DOGFIGHTING,DFGGGHIINOT,3,0
DOGFIGHTS,DFGGHIOST,3,0
DOGFISH,DFGHIOS,3,0
DOGGED,DDEGGO,3,0
DOGGEDLY,DDEGGLOY,2,0
DOGGEDNESS,DDEEGGNOSS,3,0
DOGGEREL,DEEGGLOR,3,0
DOGGIE,DEGGIO,2,0
DOGGIES,DEGGIOS,3,0
DOGGING,DGGGINO,3,0
DOGGONE,DEGGNOO,3,0
DOGGY,DGGOY,2,0
DOGHOUSE,DEGHOOSU,2,0
DOGHOUSES,DEGHOOSSU,3,0
DOGLEG,DEGGLO,3,1
DOGLEGS,DEGGLOS,3,1
DOGLIKE,DEGIKLO,3,1
DOGMA,ADGMO,2,0
DOGMAS,ADGMOS,2,0
DOGMATIC,ACDGIMOT,2,0
DOGMATICALLY,AACDGILLMOTY,3,0
DOGMATICS,ACDGIMOST,3,0
DOGMATISM,ADGIMMOST,3,0
DOGS,DGOS,3,1
DOGSLED,DDEGLOS,3,0
DOGSLEDDING,DDDEGGILNOS,3,0
DOGTROT,DGOORTT,3,0
DOGWOOD,DDGOOOW,2,0
DOGWOODS,DDGOOOSW,3,0
DOILIES,DEIILOS,3,0
DOILY,DILOY,3,0
DOING,DGINO,3,1
DOINGS,DGINOS,2,1
DOIT,DIOT,3,0
DOJO,DJOO,3,0
DOLDRUMS,DDLMORSU,2,0
DOLE,DELO,2,1
DOLED,DDELO,3,0
DOLEFUL,DEFLLOU,3,0
DOLEFULLY,DEFLLLOUY,3,0
DOLES,DELOS,3,0
DOLING,DGILNO,2,0
DOLL,DLLO,3,0
DOLLAR,ADLLOR,1,0
DOLLARS,ADLLORS,1,0
DOLLED,DDELLO,3,0
DOLLHOUSE,DEHLLOOSU,2,0
DOLLHOUSES,DEHLLOOSSU,3,0
DOLLIES,DEILLOS,3,0
DOLLOP,DLLOOP,2,0
DOLLOPS,DLLOOPS,3,0
DOLLS,DLLOS,1,0
DOLLY,DLLOY,2,0
DOLMEN,DELMNO,3,0
DOLOMITE,DEILMOOT,3,0
DOLOR,DLOOR,3,1
DOLOROUS,DLOOORSU,3,0
DOLPHIN,DHILNOP,2,0
DOLPHINS,DHILNOPS,1,0
DOLT,DLOT,3,1
DOLTISH,DHILOST,3,0
DOLTS,DLOST,3,0
DOMAIN,ADIMNO,1,0
DOMAINS,ADIMNOS,1,0
DOME,DEMO,1,2
DOMED,DDEMO,3,0
DOMES,DEMOS,2,2
DOMESTIC,CDEIMOST,3,0
DOMESTICALLY,ACDEILLMOSTY,2,0
DOMESTICATE,ACDEEIMOSTT,3,0
DOMESTICATED,ACDDEEIMOSTT,3,0
DOMESTICATING,ACDEGIIMNOSTT,3,0
DOMESTICATION,ACDEIIMNOOSTT,2,0
DOMESTICITY,CDEIIMOSTTY,2,0
DOMESTICS,CDEIMOSST,3,0
DOMICILE,CDEIILMO,3,0
DOMICILED,CDDEIILMO,3,0
DOMICILES,CDEIILMOS,3,0
DOMICILIARY,ACDIIILMORY,3,0
DOMINANCE,ACDEIMNNO,1,0
DOMINANT,ADIMNNOT,1,0
DOMINANTLY,ADILMNNOTY,3,0
DOMINANTS,ADIMNNOST,3,0
DOMINATE,ADEIMNOT,1,0
DOMINATED,ADDEIMNOT,2,0
DOMINATES,ADEIMNOST,2,0
DOMINATING,ADGIIMNNOT,2,0
DOMINATION,ADIIMNNOOT,1,1
DOMINATOR,ADIMNOORT,3,0
DOMINATORS,ADIMNOORST,3,0
DOMINATRIX,ADIIMNORTX,3,0
DOMINEERING,DEEGIIMNNOR,2,0
DOMINION,DIIMNNOO,2,0
DOMINIONS,DIIMNNOOS,3,0
DOMINO,DIMNOO,2,0
DOMINOES,DEIMNOOS,2,0
DOMINOS,DIMNOOS,3,0
DON,DNO,2,1
DONATE,ADENOT,2,1
DONATED,ADDENOT,2,0
DONATES,ADENOST,2,0
DONATING,ADGINNOT,2,0
DONATION,ADINNOOT,2,0
DONATIONS,ADINNOOST,1,0
DONE,DENO,1,1
DONENESS,DEENNOSS,2,0
DONG,DGNO,3,0
DONKEY,DEKNOY,2,0
DONKEYS,DEKNOSY,2,0
DONNAS,ADNNOS,3,0
DONNED,DDENNO,3,0
DONNING,DGINNNO,2,0
DONNYBROOK,BDKNNOOORY,3,0
DONOR,DNOOR,1,0
DONORS,DNOORS,1,0
DONS,DNOS,3,1
DONUT,DNOTU,2,0
DONUTS,DNOSTU,2,0
DOODAD,ADDDOO,3,0
DOODADS,ADDDOOS,3,0
DOODLE,DDELOO,3,0
DOODLED,DDDELOO,3,0
DOODLES,DDELOOS,3,0
DOODLING,DDGILNOO,3,0
DOOFUS,DFOOSU,3,0
DOOM,DMOO,2,1
DOOMED,DDEMOO,2,0
DOOMING,DGIMNOO,3,0
DOOMS,DMOOS,3,1
DOOMSAYER,ADEMOORSY,3,0
DOOMSAYERS,ADEMOORSSY,3,0
DOOMSAYING,ADGIMNOOSY,3,0
DOOMSDAY,ADDMOOSY,2,0
DOOMSTERS,DEMOORSST,3,0
DOOR,DOOR,1,3
DOORBELL,BDELLOOR,2,1
DOORBELLS,BDELLOORS,3,1
DOORJAMB,ABDJMOOR,3,0
DOORJAMBS,ABDJMOORS,3,0
DOORKEEPER,DEEEKOOPRR,3,0
DOORKNOB,BDKNOOOR,2,0
DOORKNOBS,BDKNOOORS,3,0
DOORLESS,DELOORSS,3,1
DOORMAN,ADMNOOR,2,0
DOORMAT,ADMOORT,3,0
DOORMATS,ADMOORST,3,0
DOORMEN,DEMNOOR,3,0
DOORNAIL,ADILNOOR,3,0
DOORPOST,DOOOPRST,3,1
DOORPOSTS,DOOOPRSST,3,1
DOORS,DOORS,1,1
DOORSILL,DILLOORS,3,0
DOORSTEP,DEOOPRST,2,0
DOORSTEPS,DEOOPRSST,3,0
DOORSTOP,DOOOPRST,3,1
DOORSTOPS,DOOOPRSST,3,1
DOORWAY,ADOORWY,1,0
DOORWAYS,ADOORSWY,2,0
DOORYARD,ADDOORRY,3,0
DOOZIES,DEIOOSZ,3,0
DOOZY,DOOYZ,3,0
DOPAMINE,ADEIMNOP,2,0
DOPAMINERGIC,ACDEGIIMNOPR,3,0
DOPANTS,ADNOPST,3,0
DOPE,DEOP,3,0
DOPED,DDEOP,3,0
DOPER,DEOPR,3,2
DOPERS,DEOPRS,3,0
DOPES,DEOPS,3,1
DOPEY,DEOPY,2,0
DOPING,DGINOP,2,0
DOPPELGANGER,ADEEGGLNOPPR,3,0
DORIES,DEIORS,3,0
DORK,DKOR,3,0
DORKS,DKORS,3,0
DORKY,DKORY,3,0
DORM,DMOR,2,0
DORMANCY,ACDMNORY,3,0
DORMANT,ADMNORT,2,1
DORMER,DEMORR,2,0
DORMERS,DEMORRS,3,0
DORMITORIES,DEIIMOORRST,2,0
DORMITORY,DIMOORRTY,2,0
DORMS,DMORS,2,0
DORSAL,ADLORS,2,0
DORSUM,DMORSU,3,0
DORY,DORY,3,0
DOSAGE,ADEGOS,2,0
DOSAGES,ADEGOSS,2,0
DOSE,DEOS,1,2
DOSED,DDEOS,3,0
DOSES,DEOSS,1,0
DOSIMETER,DEEIMORST,3,0
DOSIMETERS,DEEIMORSST,3,0
DOSING,DGINOS,2,1
DOSSIER,DEIORSS,2,0
DOSSIERS,DEIORSSS,3,0
DOT,DOT,2,0
DOTAGE,ADEGOT,3,0
DOTE,DEOT,3,1
DOTED,DDEOT,3,0
DOTES,DEOST,3,0
DOTH,DHOT,2,0
DOTING,DGINOT,2,0
DOTS,DOST,1,0
DOTTED,DDEOTT,2,0
DOTTING,DGINOTT,2,0
DOTTY,DOTTY,3,0
DOUBLE,BDELOU,2,0
DOUBLED,BDDELOU,3,0
DOUBLEHEADER,ABDDEEEHLORU,2,0
DOUBLEHEADERS,ABDDEEEHLORSU,3,0
DOUBLENESS,BDEELNOSSU,3,0
DOUBLES,BDELOSU,2,0
DOUBLESPEAK,ABDEEKLOPSU,3,0
DOUBLET,BDELOTU,3,0
DOUBLETHINK,BDEHIKLNOTU,3,0
DOUBLETS,BDELOSTU,3,0
DOUBLING,BDGILNOU,2,0
DOUBLOON,BDLNOOOU,3,0
DOUBLOONS,BDLNOOOSU,3,0
DOUBLY,BDLOUY,2,0
DOUBT,BDOTU,1,0
DOUBTED,BDDEOTU,2,0
DOUBTER,BDEORTU,3,2
DOUBTERS,BDEORSTU,2,1
DOUBTFUL,BDFLOTUU,2,0
DOUBTFULLY,BDFLLOTUUY,2,0
DOUBTING,BDGINOTU,2,0
DOUBTLESS,BDELOSSTU,2,0
DOUBTLESSLY,BDELLOSSTUY,3,0
DOUBTS,BDOSTU,2,0
DOUCHE,CDEHOU,3,0
DOUCHEBAG,ABCDEGHOU,3,0
DOUGH,DGHOU,1,0
DOUGHBOY,BDGHOOUY,3,0
DOUGHBOYS,BDGHOOSUY,3,0
DOUGHNUT,DGHNOTUU,2,0
DOUGHNUTS,DGHNOSTUU,2,0
DOUGHS,DGHOSU,3,0
DOUGHY,DGHOUY,3,0
DOULA,ADLOU,3,1
DOULAS,ADLOSU,3,0
DOUR,DORU,2,0
DOURLY,DLORUY,3,0
DOUSE,DEOSU,2,0
DOUSED,DDEOSU,3,0
DOUSES,DEOSSU,3,1
DOUSING,DGINOSU,3,0
DOVE,DEOV,2,0
DOVECOTE,CDEEOOTV,3,0
DOVES,DEOSV,2,0
DOVETAIL,ADEILOTV,3,1
DOVETAILED,ADDEEILOTV,3,0
DOVETAILING,ADEGIILNOTV,3,0
DOVETAILS,ADEILOSTV,3,0
DOVISH,DHIOSV,3,0
DOWAGER,ADEGORW,3,0
DOWAGERS,ADEGORSW,3,0
DOWDY,DDOWY,2,0
DOWEL,DELOW,3,1
DOWELING,DEGILNOW,3,0
DOWELS,DELOSW,3,1
DOWN,DNOW,2,0
DOWNBEAT,ABDENOTW,3,0
DOWNCAST,ACDNOSTW,2,0
DOWNCOURT,CDNOORTUW,3,0
DOWNDRAFT,ADDFNORTW,3,0
DOWNDRAFTS,ADDFNORSTW,3,0
DOWNED,DDENOW,3,0
DOWNER,DENORW,3,1
DOWNERS,DENORSW,3,1
DOWNFALL,ADFLLNOW,2,0
DOWNFALLS,ADFLLNOSW,3,0
DOWNFIELD,DDEFILNOW,2,0
DOWNFORCE,CDEFNOORW,3,0
DOWNGRADE,ADDEGNORW,3,0
DOWNGRADED,ADDDEGNORW,3,0
DOWNGRADES,ADDEGNORSW,3,0
DOWNGRADING,ADDGGINNORW,3,0
DOWNHILL,DHILLNOW,2,0
DOWNHILLER,DEHILLNORW,3,0
DOWNHILLERS,DEHILLNORSW,3,0
DOWNHILLS,DHILLNOSW,3,0
DOWNING,DGINNOW,2,0
DOWNLINK,DIKLNNOW,3,0
DOWNLOAD,ADDLNOOW,2,1
DOWNLOADABLE,AABDDELLNOOW,2,0
DOWNLOADED,ADDDELNOOW,3,0
DOWNLOADING,ADDGILNNOOW,2,0
DOWNLOADS,ADDLNOOSW,3,1
DOWNPLAY,ADLNOPWY,2,0
DOWNPLAYED,ADDELNOPWY,3,0
DOWNPLAYING,ADGILNNOPWY,2,0
DOWNPLAYS,ADLNOPSWY,3,0
DOWNPOUR,DNOOPRUW,2,0
DOWNPOURS,DNOOPRSUW,3,0
DOWNRANGE,ADEGNNORW,3,0
DOWNRIGHT,DGHINORTW,2,0
DOWNRIVER,DEINORRVW,2,0
DOWNS,DNOSW,1,0
DOWNSCALE,ACDELNOSW,3,0
DOWNSCALING,ACDGILNNOSW,3,0
DOWNSHIFT,DFHINOSTW,3,0
DOWNSHIFTED,DDEFHINOSTW,3,0
DOWNSHIFTING,DFGHIINNOSTW,3,0
DOWNSHIFTS,DFHINOSSTW,3,0
DOWNSIDE,DDEINOSW,2,1
DOWNSIDES,DDEINOSSW,2,0
DOWNSIZE,DEINOSWZ,2,0
DOWNSIZED,DDEINOSWZ,3,0
DOWNSIZES,DEINOSSWZ,3,0
DOWNSIZING,DGIINNOSWZ,2,0
DOWNSLIDE,DDEILNOSW,3,0
DOWNSLOPE,DELNOOPSW,3,0
DOWNSPOUT,DNOOPSTUW,3,0
DOWNSPOUTS,DNOOPSSTUW,3,0
DOWNSTAGE,ADEGNOSTW,3,0
DOWNSTAIRS,ADINORSSTW,2,0
DOWNSTATE,ADENOSTTW,3,0
DOWNSTREAM,ADEMNORSTW,2,0
DOWNSTROKE,DEKNOORSTW,3,0
DOWNSWING,DGINNOSWW,2,0
DOWNTIME,DEIMNOTW,2,0
DOWNTOWN,DNNOOTWW,1,0
DOWNTOWNS,DNNOOSTWW,3,0
DOWNTREND,DDENNORTW,3,0
DOWNTRODDEN,DDDENNOORTW,2,0
DOWNTURN,DNNORTUW,2,1
DOWNTURNS,DNNORSTUW,2,0
DOWNWARD,ADDNORWW,2,1
DOWNWARDLY,ADDLNORWWY,3,0
DOWNWARDS,ADDNORSWW,3,1
DOWNWIND,DDINNOWW,2,0
DOWNY,DNOWY,2,0
DOWRIES,DEIORSW,3,2
DOWRY,DORWY,2,2
DOWSER,DEORSW,3,1
DOWSING,DGINOSW,3,0
DOXOLOGY,DGLOOOXY,3,0
DOXORUBICIN,BCDIINOORUX,3,0
DOXYCYCLINE,CCDEILNOXYY,3,0
DOYEN,DENOY,3,0
DOYENNE,DEENNOY,3,0
DOZE,DEOZ,3,0
DOZED,DDEOZ,3,0
DOZEN,DENOZ,1,1
DOZENS,DENOSZ,1,0
DOZER,DEORZ,3,0
DOZERS,DEORSZ,3,0
DOZES,DEOSZ,3,0
DOZING,DGINOZ,2,0
DOZY,DOYZ,3,0
DRAB,ABDR,2,1
DRABNESS,ABDENRSS,3,0
DRABS,ABDRS,3,2
DRACAENA,AAACDENR,3,0
DRACONIAN,AACDINNOR,2,0
DRAFT,ADFRT,2,0
DRAFTED,ADDEFRT,3,0
DRAFTEE,ADEEFRT,3,0
DRAFTEES,ADEEFRST,3,0
DRAFTER,ADEFRRT,3,0
DRAFTERS,ADEFRRST,2,0
DRAFTING,ADFGINRT,2,0
DRAFTS,ADFRST,3,0
DRAFTSMAN,AADFMNRST,3,0
DRAFTSMANSHIP,AADFHIMNPRSST,3,0
DRAFTSMEN,ADEFMNRST,3,0
DRAFTY,ADFRTY,2,0
DRAG,ADGR,3,1
